date,lat,lon,alt,value
2011-06-07,56.24,-3.2,10,395.48
2011-06-07,56.24,-3.2,10,395.44
2011-06-15,56.24,-3.2,10,394.36
2011-06-15,56.24,-3.2,10,394.33
2011-06-21,56.24,-3.2,10,393.16
2011-06-21,56.24,-3.2,10,393.17
2011-06-27,56.24,-3.2,10,392.87
2011-06-27,56.24,-3.2,10,392.77
2011-07-05,56.24,-3.2,10,389.14
2011-07-05,56.24,-3.2,10,389.06
2011-07-14,56.24,-3.2,10,386.46
2011-07-14,56.24,-3.2,10,386.39
2011-07-18,56.24,-3.2,10,386.87
2011-07-18,56.24,-3.2,10,386.81
2011-07-27,56.24,-3.2,10,384.62
2011-08-02,56.24,-3.2,10,384.7
2011-08-02,56.24,-3.2,10,384.27
2011-08-05,56.24,-3.2,10,384.24
2011-08-10,56.24,-3.2,10,383.63
2011-08-10,56.24,-3.2,10,383.77
2011-08-16,56.24,-3.2,10,381.64
2011-08-16,56.24,-3.2,10,381.66
2011-08-23,56.24,-3.2,10,381.71
2011-08-23,56.24,-3.2,10,381.67
2011-08-29,56.24,-3.2,10,381.69
2011-08-29,56.24,-3.2,10,381.71
2011-09-01,56.24,-3.2,10,  
2011-09-05,56.24,-3.2,10,381.59
2011-09-05,56.24,-3.2,10,381.66
2011-09-12,56.24,-3.2,10,381.47
2011-09-12,56.24,-3.2,10,381.39
2011-09-16,56.24,-3.2,10,383.47
2011-09-16,56.24,-3.2,10,383.31
2011-10-10,56.24,-3.2,10,387.84
2011-10-10,56.24,-3.2,10,387.97
2011-10-17,56.24,-3.2,10,389.84
2011-10-17,56.24,-3.2,10,389.77
2011-10-26,56.24,-3.2,10,390.52
2011-10-26,56.24,-3.2,10,390.45
2011-11-03,56.24,-3.2,10,391.6
2011-11-03,56.24,-3.2,10,391.61
2011-11-08,56.24,-3.2,10,  
2011-11-08,56.24,-3.2,10,  
2011-11-14,56.24,-3.2,10,  
2011-11-14,56.24,-3.2,10,  
2011-11-16,56.24,-3.2,10,393.73
2011-11-16,56.24,-3.2,10,393.47
2011-11-22,56.24,-3.2,10,396.56
2011-11-22,56.24,-3.2,10,396.47
2011-11-29,56.24,-3.2,10,394.21
2011-11-29,56.24,-3.2,10,394.26
2011-12-05,56.24,-3.2,10,395.5
2011-12-05,56.24,-3.2,10,395.57
2011-12-14,56.24,-3.2,10,395.47
2011-12-14,56.24,-3.2,10,395.36
2011-12-20,56.24,-3.2,10,397.18
2011-12-20,56.24,-3.2,10,397.2
2011-12-28,56.24,-3.2,10,396.22
2011-12-28,56.24,-3.2,10,396.21
2012-01-03,56.24,-3.2,10,395.67
2012-01-03,56.24,-3.2,10,395.65
2012-01-09,56.24,-3.2,10,396.91
2012-01-09,56.24,-3.2,10,396.8
2012-01-19,56.24,-3.2,10,396.53
2012-01-19,56.24,-3.2,10,396.59
2012-01-24,56.24,-3.2,10,394.7
2012-01-24,56.24,-3.2,10,394.67
2012-01-31,56.24,-3.2,10,  
2012-01-31,56.24,-3.2,10,  
2012-02-06,56.24,-3.2,10,395.73
2012-02-06,56.24,-3.2,10,395.78
2012-02-16,56.24,-3.2,10,396.56
2012-02-16,56.24,-3.2,10,396.55
2012-02-21,56.24,-3.2,10,395.03
2012-02-21,56.24,-3.2,10,395.13
2012-02-27,56.24,-3.2,10,396.4
2012-02-27,56.24,-3.2,10,396.43
2012-03-16,56.24,-3.2,10,398.49
2012-03-16,56.24,-3.2,10,398.39
2012-03-20,56.24,-3.2,10,397.93
2012-03-20,56.24,-3.2,10,397.96
2012-03-23,56.24,-3.2,10,399.25
2012-03-23,56.24,-3.2,10,399.29
2012-03-27,56.24,-3.2,10,  
2012-03-27,56.24,-3.2,10,  
2012-04-05,56.24,-3.2,10,398.12
2012-04-05,56.24,-3.2,10,398.11
2012-04-10,56.24,-3.2,10,398.79
2012-04-10,56.24,-3.2,10,398.69
2012-04-14,56.24,-3.2,10,398.15
2012-04-14,56.24,-3.2,10,398.15
2012-04-17,56.24,-3.2,10,399.04
2012-04-23,56.24,-3.2,10,399.11
2012-04-23,56.24,-3.2,10,399.02
2012-04-30,56.24,-3.2,10,399.71
2012-04-30,56.24,-3.2,10,399.72
2012-05-08,56.24,-3.2,10,398.92
2012-05-08,56.24,-3.2,10,399.15
2012-05-21,56.24,-3.2,10,  
2012-05-21,56.24,-3.2,10,  
2012-05-21,56.24,-3.2,10,395.91
2012-05-21,56.24,-3.2,10,395.9
2012-05-31,56.24,-3.2,10,395.43
2012-05-31,56.24,-3.2,10,395.38
2012-06-06,56.24,-3.2,10,396.2
2012-06-06,56.24,-3.2,10,395.95
2012-06-11,56.24,-3.2,10,393.9
2012-06-11,56.24,-3.2,10,393.88
2012-06-18,56.24,-3.2,10,394.87
2012-06-18,56.24,-3.2,10,394.79
2012-06-26,56.24,-3.2,10,392.9
2012-06-26,56.24,-3.2,10,392.89
2012-07-02,56.24,-3.2,10,393.49
2012-07-02,56.24,-3.2,10,393.5
2012-07-09,56.24,-3.2,10,389.7
2012-07-09,56.24,-3.2,10,389.85
2012-07-16,56.24,-3.2,10,386.14
2012-07-27,56.24,-3.2,10,385.89
2012-07-27,56.24,-3.2,10,385.97
2012-08-02,56.24,-3.2,10,385.67
2012-08-02,56.24,-3.2,10,385.67
2012-08-06,56.24,-3.2,10,385.1
2012-08-06,56.24,-3.2,10,385.14
2012-08-16,56.24,-3.2,10,384.67
2012-08-16,56.24,-3.2,10,384.81
2012-08-22,56.24,-3.2,10,384.21
2012-08-22,56.24,-3.2,10,384.09
2012-08-28,56.24,-3.2,10,384.86
2012-09-04,56.24,-3.2,10,384.98
2012-09-04,56.24,-3.2,10,384.92
2012-09-11,56.24,-3.2,10,384.78
2012-09-17,56.24,-3.2,10,386.56
2012-09-17,56.24,-3.2,10,386.66
2012-09-17,56.24,-3.2,10,386.67
2012-10-12,56.24,-3.2,10,390.47
2012-10-12,56.24,-3.2,10,390.42
2012-10-16,56.24,-3.2,10,392.8
2012-10-16,56.24,-3.2,10,392.8
2012-10-26,56.24,-3.2,10,392.96
2012-10-26,56.24,-3.2,10,392.91
2012-10-30,56.24,-3.2,10,393.88
2012-10-30,56.24,-3.2,10,393.86
2012-11-06,56.24,-3.2,10,394.14
2012-11-06,56.24,-3.2,10,394.06
2012-11-12,56.24,-3.2,10,393.4
2012-11-12,56.24,-3.2,10,393.31
2012-11-19,56.24,-3.2,10,396.13
2012-11-19,56.24,-3.2,10,396.03
2012-12-04,56.24,-3.2,10,396.98
2012-12-04,56.24,-3.2,10,396.94
2012-12-12,56.24,-3.2,10,  
2012-12-12,56.24,-3.2,10,  
2012-12-14,56.24,-3.2,10,398.64
2012-12-14,56.24,-3.2,10,398.48
